,effective_to_month,effective_to_week,effective_to_day,x0_California,x0_Nevada,x0_Oregon,x0_Washington,x1_Yes,x2_College,x2_Doctor,x2_High School or Below,x2_Master,x3_M,x4_Married,x4_Single,x5_Personal Auto,x5_Special Auto,x6_Corporate L2,x6_Corporate L3,x6_Personal L1,x6_Personal L2,x6_Personal L3,x6_Special L1,x6_Special L2,x6_Special L3,x7_Offer2,x7_Offer3,x7_Offer4,x8_Branch,x8_Call Center,x8_Web,x9_Luxury Car,x9_Luxury SUV,x9_SUV,x9_Sports Car,x9_Two-Door Car,coverage,employmentstatus,location_code,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
1305,2,7,16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.025932582333758253,0.5830807853492164,0.15319148936170213,0.5428571428571428,0.9494949494949496,1.0,0.0,0.6738847809173658
1306,2,7,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0.23988235176901476,0.42199017813384543,0.05531914893617024,0.05714285714285714,0.43434343434343436,0.2,0.125,0.07140370682337265
1307,1,5,31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.10016538481165807,0.2606195177083646,0.05531914893617024,0.08571428571428572,0.6363636363636365,0.0,0.125,0.5456050983762785
1308,1,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,2,1,0.06011908674879222,0.2661305648073134,0.05106382978723406,0.34285714285714286,0.14141414141414144,0.0,0.625,0.24388676688345545
1309,2,7,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0.04434973318458659,0.0,0.008510638297872353,0.22857142857142856,0.27272727272727276,0.0,1.0,0.28410393225868996
1310,1,1,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0.05289396730965538,0.6644162390854262,0.31914893617021284,1.0,0.9393939393939394,0.0,0.0,0.060013535685544836
1311,1,3,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.08907837622105727,0.2597493523769516,0.046808510638297884,0.5142857142857142,0.30303030303030304,0.6000000000000001,0.125,0.4486589901894091
1313,2,6,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0.19646399505144,0.24283613886638464,0.2765957446808511,0.45714285714285713,0.9797979797979799,0.0,0.125,0.6298861124029639
1314,1,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0.09735338284320555,0.0,0.2553191489361702,0.3142857142857143,0.9292929292929294,0.0,0.5,0.9073813741713693
1315,1,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0.11120103465569947,0.0,0.2851063829787234,0.8571428571428571,0.26262626262626265,0.0,0.5,0.9598804777491757
1316,2,9,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0.3150358327759435,0.7189265960532502,0.012765957446808529,0.02857142857142857,0.6464646464646465,0.0,0.125,0.009441565868596125
1317,1,1,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,0.06571821490418228,0.5777097648553225,0.07234042553191489,0.2571428571428571,0.6767676767676768,0.0,0.25,0.23317422896670703
1318,1,4,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,2,0.04717788000838805,0.20979986197377504,0.2893617021276596,0.5714285714285714,0.8686868686868687,0.2,0.0,0.7662210438590094
1319,2,9,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,2,1,0.09511648596418029,0.6714975845410628,0.21276595744680854,0.0,0.494949494949495,1.0,0.625,0.3278916085424508
1320,2,8,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.010375129318072343,0.5015752993068683,0.017021276595744705,0.0,0.4545454545454546,0.0,0.0,0.3368549065358042
1321,1,2,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.01849700129566627,0.23012372350746643,0.07659574468085106,0.8285714285714285,0.494949494949495,0.2,0.0,0.08391949415797056
1322,2,8,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.01575643842224654,0.0,0.08936170212765959,0.34285714285714286,0.6767676767676768,0.0,0.0,0.6148863685235907
1323,2,8,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.07552998972610478,0.8488512817435313,0.10212765957446812,0.14285714285714285,0.6565656565656566,0.0,0.375,0.42488961271819614
1324,1,1,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.004816070645157974,0.0,0.021276595744680882,0.6,0.6767676767676768,0.0,0.0,0.3298912348154988
1325,2,6,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.03634354219892017,0.8687650653624189,0.19574468085106383,0.37142857142857144,0.29292929292929293,0.0,0.0,0.5348877345002667
1326,2,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0.2973058473176488,0.44703493663796123,0.07659574468085106,0.39999999999999997,0.5151515151515152,0.4,0.125,0.08444367895751513
1327,2,8,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.01308428515994415,0.0,0.06808510638297877,1.0,0.38383838383838387,0.0,0.0,0.5773870088251576
1328,1,3,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,2,0.31307137544904107,0.23050379572118704,0.017021276595744705,0.5142857142857142,0.07070707070707072,0.6000000000000001,0.125,0.0016544342505351722
1329,2,7,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0513247760542613,0.0,0.05106382978723406,0.02857142857142857,0.4444444444444445,0.0,0.375,0.40921391788068545
1330,2,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0.5024240365011228,0.8482711715225894,0.21276595744680854,0.7714285714285714,0.38383838383838387,0.0,0.125,0.28977206880859174
1331,2,9,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.060827695646970735,0.0,0.12765957446808512,0.37142857142857144,0.8989898989898991,0.0,0.375,0.45488910047694264
1332,2,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.010534748719184778,0.0,0.034042553191489355,0.8285714285714285,0.3535353535353536,0.0,0.0,0.34489097869487206
1333,1,4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0,0,0.1635325525997495,0.40124623678498916,0.2,0.17142857142857143,0.5555555555555556,0.0,0.125,0.7812197721307241
1334,2,8,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,0.021377484228858303,0.7215370920474891,0.11063829787234042,0.6285714285714286,0.6666666666666667,0.4,0.0,0.4348894419711116
1335,1,1,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0.04327335058373303,0.0,0.31914893617021284,0.14285714285714285,0.4646464646464647,0.0,0.0,0.6798852586675415
1336,1,3,20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,0.007815917689730695,0.1249737450115522,0.017021276595744705,0.9142857142857143,0.6262626262626263,0.0,0.0,0.32489132018904104
1337,2,8,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0039945583500765325,0.0,0.025531914893617058,0.9428571428571428,0.7575757575757577,0.4,0.0,0.5023882894282913
1338,2,8,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.054991998056751513,0.0,0.046808510638297884,0.11428571428571428,0.7272727272727273,0.0,0.75,0.35989072257424537
1339,1,4,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0.13227249996940108,0.3650193536771987,0.3063829787234043,0.39999999999999997,0.9797979797979799,0.2,0.25,0.23940402571792752
1340,2,8,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,0.15031378476843338,0.8681749532411158,0.1574468085106383,0.14285714285714285,0.20202020202020204,0.0,0.125,0.38646131367306896
1341,1,4,29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0464574775381155,0.526890109120733,0.004255319148936176,0.6,0.030303030303030304,0.0,0.375,0.12280987281308837
1342,2,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,0,0.10945309257814756,0.9082125603864735,0.2212765957446809,0.8285714285714285,0.6767676767676768,0.0,0.5,0.4520743152060678
1343,2,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,1,0.05168105274928133,0.224082575689381,0.03829787234042553,0.0,0.6262626262626263,0.2,0.375,0.2198265172955505
1344,1,2,16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,1,0.023673304292805515,0.14264710294956043,0.12340425531914895,0.7714285714285714,0.09090909090909091,0.0,0.0,0.3024255860831176
1345,1,3,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,1,0.014770247254310247,0.3685100169032116,0.05106382978723406,0.2857142857142857,0.11111111111111112,0.0,0.0,0.2956900698420574
1346,1,2,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0.12164762459608638,0.5871415568958103,0.28085106382978725,0.9142857142857143,0.26262626262626265,0.4,0.625,0.23730539488538233
1347,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.024006923637387254,0.6517438313279523,0.1063829787234043,0.3142857142857143,0.595959595959596,0.0,0.0,0.13992581597502554
1348,2,6,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.031718572279026205,0.5497444514457748,0.16170212765957448,0.37142857142857144,0.5353535353535354,0.0,0.0,0.5472992631984142
1349,1,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.05472110449977594,0.6141266840699733,0.034042553191489355,0.22857142857142856,0.7777777777777778,0.0,0.25,0.15035194107393948
1350,2,8,25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4,0,1,0.025798298270876048,0.25151778837979216,0.17021276595744683,0.19999999999999998,0.5454545454545455,0.0,0.0,0.723424398570061
1351,1,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,2,1,0.05334782262810402,0.7354997449515408,0.025531914893617058,0.8285714285714285,0.27272727272727276,0.0,0.625,0.17960059686147528
1352,2,7,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0.05927384561728743,0.24864724297616547,0.05106382978723406,0.05714285714285714,0.3535353535353536,0.0,0.875,0.3648906372007031
1353,1,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,0.030976229781884405,0.6541642912153309,0.16170212765957448,0.45714285714285713,0.797979797979798,0.0,0.0,0.3131239263256246
1354,2,7,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.01860745243067332,0.3451655814604775,0.08510638297872342,0.0,0.5454545454545455,0.0,0.0,0.4048899542123651
1355,2,6,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0,1,0.02472380390501657,0.0,0.2,0.19999999999999998,0.5555555555555556,0.0,0.0,0.8098830389554431
1356,1,3,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,2,1,0.04743711933734961,0.40120622918354487,0.025531914893617058,0.05714285714285714,0.43434343434343436,0.6000000000000001,0.5,0.2728585242740313
1357,2,7,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,0,1,0.04355352642888722,0.2099698942799132,0.3063829787234043,1.0,0.9090909090909092,0.0,0.0,0.6648855147881683
1358,1,3,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.004610376058990624,0.0,0.0,0.05714285714285714,0.3434343434343435,0.2,0.0,0.3048916616832101
1359,2,7,14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0.1033043222445652,0.8386193376741581,0.05531914893617024,0.6285714285714286,0.9494949494949496,0.6000000000000001,0.125,0.36989055182716085
1360,1,52,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.12840442056550114,0.6259889378982006,0.1063829787234043,0.8571428571428571,0.4747474747474748,0.0,0.125,0.42988952734465385
1361,2,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.08107986215796678,0.0,0.034042553191489355,0.4857142857142857,0.10101010101010102,0.0,0.125,0.5173880333076646
1362,1,3,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0.03650116660729425,0.7335893819825767,0.19574468085106383,0.19999999999999998,0.6262626262626263,0.0,0.0,0.5348877345002667
1366,1,3,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0513155238982174,0.2263129994698993,0.025531914893617058,0.5428571428571428,0.43434343434343436,0.0,0.875,0.3348911494419566
1367,2,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,2,0.09282008390615595,0.3870935477740771,0.17021276595744683,0.19999999999999998,0.32323232323232326,0.6000000000000001,0.25,0.2638135433004148
1368,2,8,27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0.013823162582788623,0.2679509106730279,0.04255319148936171,0.11428571428571428,0.4141414141414142,0.0,0.0,0.3548908079477876
1369,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,0.08849580313427777,0.6487132555185485,0.148936170212766,0.6857142857142857,0.11111111111111112,0.0,0.875,0.27796427355169573
1370,2,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.004207475346851064,0.0,0.0,0.8857142857142857,0.15151515151515152,0.0,0.0,0.49894821483423163
1371,1,3,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0.020863046428060153,0.6927616247086947,0.08510638297872342,0.22857142857142856,0.12121212121212122,0.4,0.0,0.5153545305297245
1372,1,52,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0.01143305705444378,0.8267070743441254,0.021276595744680882,0.22857142857142856,0.9393939393939394,0.0,0.0,0.3298912348154988
1373,2,6,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.047723886530162914,0.29406587251577804,0.017021276595744705,0.8571428571428571,0.5656565656565657,0.0,0.375,0.32489132018904104
